path,target,input_lengths,english_gloss,chinese_gloss,cantonese_gloss
data\features\HKSLLEX-2023-00000372.pt,1413,69,jigsaw puzzle,拼圖,拼圖
data\features\HKSLLEX-2023-00000371.pt,1116,69,fruit,水果,水果
data\features\HKSLLEX-2023-00000373.pt,216,68,accomplish,成功,成功
data\features\HKSLLEX-2023-00000374.pt,536,68,caption,說明文字,說明文字
data\features\HKSLLEX-2023-00000378.pt,1988,54,red,紅色,紅色
data\features\HKSLLEX-2023-00000376.pt,1843,78,pineapple,菠蘿,菠蘿
data\features\HKSLLEX-2023-00000375.pt,1634,73,mouth,嘴巴,嘴巴
data\features\HKSLLEX-2023-00000377.pt,1423,75,jump,跳,跳
data\features\HKSLLEX-2023-00000379.pt,905,64,earth,地球,地球
data\features\HKSLLEX-2023-00000380.pt,1546,83,magnet,磁石,磁石
data\features\HKSLLEX-2023-00000382.pt,937,60,emperor,皇帝,皇帝
data\features\HKSLLEX-2023-00000381.pt,937,79,emperor,皇帝,皇帝
data\features\HKSLLEX-2023-00000383.pt,764,56,deep,深,深
data\features\HKSLLEX-2023-00000384.pt,998,72,fall,摔親,跌親
data\features\HKSLLEX-2023-00000385.pt,1361,89,indian,印度,印度
data\features\HKSLLEX-2023-00000388.pt,1922,60,problem,問題,問題
data\features\HKSLLEX-2023-00000387.pt,1361,76,indian,印度,印度
data\features\HKSLLEX-2023-00000386.pt,1361,97,indian,印度,印度
data\features\HKSLLEX-2023-00000389.pt,904,81,earring,耳環,耳環
data\features\HKSLLEX-2023-00000391.pt,418,70,blinds,百葉簾,百葉簾
data\features\HKSLLEX-2023-00000390.pt,2400,76,suspect,懷疑,懷疑
data\features\HKSLLEX-2023-00000392.pt,439,69,bone,骨頭,骨頭
data\features\HKSLLEX-2023-00000393.pt,1009,55,fast,快,快
data\features\HKSLLEX-2023-00000394.pt,2354,64,strange,奇怪,奇怪
data\features\HKSLLEX-2023-00000395.pt,2299,74,squirrel,松鼠,松鼠
data\features\HKSLLEX-2023-00000396.pt,2299,76,squirrel,松鼠,松鼠
data\features\HKSLLEX-2023-00000397.pt,1443,79,kneel,跪下,跪下
data\features\HKSLLEX-2023-00000399.pt,570,68,channel,頻道,頻道
data\features\HKSLLEX-2023-00000398.pt,1850,75,pity,同情,同情
data\features\HKSLLEX-2023-00000401.pt,1611,57,misunderstand,誤解,誤解
data\features\HKSLLEX-2023-00000402.pt,1459,54,laugh,笑,笑
data\features\HKSLLEX-2023-00000400.pt,1742,73,oral,口語,口語
data\features\HKSLLEX-2023-00000403.pt,1766,77,pain,痛,痛
data\features\HKSLLEX-2023-00000404.pt,525,79,canada,加拿大,加拿大
data\features\HKSLLEX-2023-00000406.pt,1746,73,order,命令,命令
data\features\HKSLLEX-2023-00000405.pt,2288,78,sports,運動,運動
data\features\HKSLLEX-2023-00000407.pt,1935,88,protection,保護,保護
data\features\HKSLLEX-2023-00000410.pt,1580,80,medicine,藥,藥
data\features\HKSLLEX-2023-00000408.pt,709,90,cover up,掩飾,掩飾
data\features\HKSLLEX-2023-00000409.pt,2101,89,scan,掃描,掃描
data\features\HKSLLEX-2023-00000411.pt,1685,76,no,不,唔係
data\features\HKSLLEX-2023-00000412.pt,1453,88,laptop,手提電腦,手提電腦
data\features\HKSLLEX-2023-00000413.pt,288,80,arm,手臂,手臂
data\features\HKSLLEX-2023-00000414.pt,866,74,download,下載,下載
data\features\HKSLLEX-2023-00000416.pt,1475,68,lecture,講座,講座
data\features\HKSLLEX-2023-00000418.pt,885,66,drop,丟下,丟低
data\features\HKSLLEX-2023-00000417.pt,1407,79,jealous,妒忌,妒忌
data\features\HKSLLEX-2023-00000415.pt,1126,86,game,遊戲,遊戲
data\features\HKSLLEX-2023-00000419.pt,885,69,drop,丟下,丟低
data\features\HKSLLEX-2023-00000422.pt,1433,52,kid,小童,小童
data\features\HKSLLEX-2023-00000424.pt,2462,55,that,那個,嗰個
data\features\HKSLLEX-2023-00000421.pt,903,71,earn,賺錢,賺錢
data\features\HKSLLEX-2023-00000420.pt,2347,76,stomach,胃,胃
data\features\HKSLLEX-2023-00000423.pt,707,75,country,國家,國家
data\features\HKSLLEX-2023-00000425.pt,529,72,candle,蠟燭,蠟燭
data\features\HKSLLEX-2023-00000426.pt,2632,80,voice,聲音,聲音
data\features\HKSLLEX-2023-00000427.pt,2306,80,stamp,郵票,郵票
data\features\HKSLLEX-2023-00000428.pt,280,69,appear,出現,出現
data\features\HKSLLEX-2023-00000431.pt,1617,72,monday,星期一,星期一
data\features\HKSLLEX-2023-00000430.pt,1899,81,power,力量,力量
data\features\HKSLLEX-2023-00000429.pt,1711,85,nurse,護士,護士
data\features\HKSLLEX-2023-00000433.pt,1144,62,girl,女孩,女仔
data\features\HKSLLEX-2023-00000432.pt,2670,82,weather,天氣,天氣
data\features\HKSLLEX-2023-00000434.pt,2167,76,shop,買東西,買嘢
data\features\HKSLLEX-2023-00000435.pt,2125,69,secret,秘密,秘密
data\features\HKSLLEX-2023-00000436.pt,2125,76,secret,秘密,秘密
data\features\HKSLLEX-2023-00000437.pt,889,60,drunk,醉,醉
data\features\HKSLLEX-2023-00000439.pt,1297,69,honor,尊重,尊重
data\features\HKSLLEX-2023-00000440.pt,1123,69,future,未來,未來
data\features\HKSLLEX-2023-00000438.pt,1236,80,happy,開心,開心
data\features\HKSLLEX-2023-00000441.pt,2486,77,throw,扔,扔
data\features\HKSLLEX-2023-00000442.pt,1583,70,meeting,會議,會議
data\features\HKSLLEX-2023-00000443.pt,2119,95,scroll down,碌下去,碌落去
data\features\HKSLLEX-2023-00000444.pt,369,76,beard,鬍鬚,鬍鬚
data\features\HKSLLEX-2023-00000445.pt,2231,74,smoking,吸菸,吸煙
data\features\HKSLLEX-2023-00000447.pt,1901,58,prayer,祈禱,祈禱
data\features\HKSLLEX-2023-00000448.pt,2502,57,tired,累,攰
data\features\HKSLLEX-2023-00000446.pt,2108,80,school,學校,學校
data\features\HKSLLEX-2023-00000450.pt,1648,63,myself,自己,自己
data\features\HKSLLEX-2023-00000449.pt,1390,78,introduction,介紹,介紹
data\features\HKSLLEX-2023-00000451.pt,1264,64,hello,你好,你好
data\features\HKSLLEX-2023-00000454.pt,1238,74,hard of hearing,弱聽,弱聽
data\features\HKSLLEX-2023-00000453.pt,1255,82,hearing,健聽,健聽
data\features\HKSLLEX-2023-00000452.pt,757,94,deaf,聾人,聾人
data\features\HKSLLEX-2023-00000456.pt,239,73,again,再來,再來
data\features\HKSLLEX-2023-00000455.pt,857,84,dont understand,不明白,不明白
data\features\HKSLLEX-2023-00000457.pt,2461,73,thank you,謝謝,謝謝
data\features\HKSLLEX-2023-00000458.pt,2192,91,sign language,手語,手語
data\features\HKSLLEX-2023-00000459.pt,436,73,bold,臉皮厚.,臉皮厚
data\features\HKSLLEX-2023-00000460.pt,1794,74,pay attention to,專心,專心
data\features\HKSLLEX-2023-00000461.pt,1652,66,name,姓名,姓名
data\features\HKSLLEX-2023-00000463.pt,35,68,English,英文,英文
data\features\HKSLLEX-2023-00000464.pt,2685,64,what,什麼,甚麼
data\features\HKSLLEX-2023-00000462.pt,1653,77,name2,姓名,姓名
data\features\HKSLLEX-2023-00000465.pt,1787,81,passing notes,筆談,筆談
data\features\HKSLLEX-2023-00000466.pt,128,64,SMS,短訊,短訊
data\features\HKSLLEX-2023-00000467.pt,852,83,dont have,沒有,沒有
data\features\HKSLLEX-2023-00000472.pt,193,63,WC,廁所,廁所
data\features\HKSLLEX-2023-00000469.pt,524,78,can,可以,可以
data\features\HKSLLEX-2023-00000471.pt,2023,68,rest,休息,休息
data\features\HKSLLEX-2023-00000470.pt,532,75,cannot,不可以,唔可以
data\features\HKSLLEX-2023-00000468.pt,2006,89,remember,記得,記得
data\features\HKSLLEX-2023-00000474.pt,2441,70,teach,教,教
data\features\HKSLLEX-2023-00000475.pt,1081,63,forget,忘記,忘記
data\features\HKSLLEX-2023-00000473.pt,194,96,WC2,廁所,廁所
data\features\HKSLLEX-2023-00000477.pt,752,70,dating,拍拖,拍拖
data\features\HKSLLEX-2023-00000478.pt,1565,77,marriage,結婚,結婚
data\features\HKSLLEX-2023-00000480.pt,319,68,baby,嬰兒,嬰兒
data\features\HKSLLEX-2023-00000479.pt,403,75,birth,出生,出生
data\features\HKSLLEX-2023-00000476.pt,1107,89,friend,朋友,朋友
data\features\HKSLLEX-2023-00000481.pt,320,76,baby2,嬰兒,嬰兒
data\features\HKSLLEX-2023-00000482.pt,321,78,baby3,嬰兒,嬰兒
data\features\HKSLLEX-2023-00000483.pt,1202,85,grow up,成長,成長
data\features\HKSLLEX-2023-00000484.pt,2448,69,teenage,青年,青年
data\features\HKSLLEX-2023-00000485.pt,233,65,adult,成人,成人
data\features\HKSLLEX-2023-00000486.pt,926,83,elder,年老,年老
data\features\HKSLLEX-2023-00000487.pt,2186,89,sibling,兄弟姐妹,兄弟姐妹
data\features\HKSLLEX-2023-00000488.pt,2000,80,relative,親戚,親戚
data\features\HKSLLEX-2023-00000489.pt,2442,72,teacher,老師,老師
data\features\HKSLLEX-2023-00000490.pt,2368,64,student,學生,學生
data\features\HKSLLEX-2023-00000491.pt,619,67,classmate,同學,同學
data\features\HKSLLEX-2023-00000492.pt,657,68,colleague,同事,同事
data\features\HKSLLEX-2023-00000493.pt,1706,79,not yet,尚未,尚未
data\features\HKSLLEX-2023-00000494.pt,2700,79,who,誰,誰
data\features\HKSLLEX-2023-00000496.pt,238,68,afternoon,下午,下午
data\features\HKSLLEX-2023-00000495.pt,751,80,date,日期,日期
data\features\HKSLLEX-2023-00000498.pt,1709,64,now,現在,現在
data\features\HKSLLEX-2023-00000497.pt,1683,76,night,晚上,晚上
data\features\HKSLLEX-2023-00000500.pt,2519,63,tomorrow,明天,聽日
data\features\HKSLLEX-2023-00000499.pt,2749,71,yesterday,昨天,噚日
data\features\HKSLLEX-2023-00000501.pt,1621,76,month,一個月,一個月
data\features\HKSLLEX-2023-00000502.pt,1315,74,how many,多少,幾多
data\features\HKSLLEX-2023-00000503.pt,404,76,birthday,生日,生日
data\features\HKSLLEX-2023-00000504.pt,1539,71,lunar calendar,農曆,農曆
data\features\HKSLLEX-2023-00000505.pt,1673,76,new year,新年,新年
data\features\HKSLLEX-2023-00000506.pt,2606,77,valentines day,情人節,情人節
data\features\HKSLLEX-2023-00000507.pt,909,85,easter,復活節,復活節
data\features\HKSLLEX-2023-00000508.pt,1596,85,mid autumn festival,中秋節,中秋節
data\features\HKSLLEX-2023-00000509.pt,2518,72,tomb sweeping day,清明節,清明節
data\features\HKSLLEX-2023-00000511.pt,1335,61,idle,有空,得閒
data\features\HKSLLEX-2023-00000510.pt,606,74,christmas,聖誕節,聖誕節
data\features\HKSLLEX-2023-00000512.pt,502,66,busy,忙碌,忙碌
data\features\HKSLLEX-2023-00000513.pt,1829,64,photograph,攝影,攝影
data\features\HKSLLEX-2023-00000514.pt,1829,71,photograph,攝影,攝影
data\features\HKSLLEX-2023-00000517.pt,2168,60,shopping,購物,購物
data\features\HKSLLEX-2023-00000515.pt,872,78,draw,繪畫,繪畫
data\features\HKSLLEX-2023-00000516.pt,2647,79,wander,逛街,行街
data\features\HKSLLEX-2023-00000519.pt,397,67,bicycle,自行車,單車
data\features\HKSLLEX-2023-00000518.pt,1275,74,hike,徒步,行山
data\features\HKSLLEX-2023-00000520.pt,431,80,boat trip,遊船河,遊船河
data\features\HKSLLEX-2023-00000521.pt,2457,80,tennis,網球,網球
data\features\HKSLLEX-2023-00000524.pt,2633,61,volleyball,排球,排球
data\features\HKSLLEX-2023-00000522.pt,2297,96,squash,壁球,壁球
data\features\HKSLLEX-2023-00000523.pt,333,69,badminton,羽毛球,羽毛球
data\features\HKSLLEX-2023-00000525.pt,454,76,bowling,保齡球,保齡球
data\features\HKSLLEX-2023-00000527.pt,1332,72,iceskating,溜冰,溜冰
data\features\HKSLLEX-2023-00000526.pt,1073,83,football,足球,足球
data\features\HKSLLEX-2023-00000528.pt,2416,73,swim,游泳,游水
data\features\HKSLLEX-2023-00000529.pt,2121,86,scuba diving,潛水,潛水
data\features\HKSLLEX-2023-00000532.pt,1975,83,read,閱讀,閱讀
data\features\HKSLLEX-2023-00000531.pt,2640,88,walk,走路,行路
data\features\HKSLLEX-2023-00000530.pt,836,95,dive,跳水,跳水
data\features\HKSLLEX-2023-00000535.pt,346,75,barbecue,燒烤,燒烤
data\features\HKSLLEX-2023-00000533.pt,1510,84,listen to music,聽音樂,聽音樂
data\features\HKSLLEX-2023-00000534.pt,1863,89,play video game,打機,打機
data\features\HKSLLEX-2023-00000536.pt,522,82,camp,露營,露營
data\features\HKSLLEX-2023-00000537.pt,224,76,activities,活動,活動
data\features\HKSLLEX-2023-00000540.pt,828,66,dislike,不喜歡,唔鍾意
data\features\HKSLLEX-2023-00000539.pt,2507,64,to like,喜歡,鍾意
data\features\HKSLLEX-2023-00000538.pt,253,80,all kinds,各式各樣,各式各樣
data\features\HKSLLEX-2023-00000541.pt,2702,76,why,為甚麼,點解
data\features\HKSLLEX-2023-00000542.pt,1065,76,flower,花,花
data\features\HKSLLEX-2023-00000544.pt,2548,65,tree,樹,樹
data\features\HKSLLEX-2023-00000543.pt,1188,80,grass,草,草
data\features\HKSLLEX-2023-00000545.pt,2726,88,wood,木,木
data\features\HKSLLEX-2023-00000547.pt,1467,76,leaf,葉,葉
data\features\HKSLLEX-2023-00000548.pt,640,72,cloud,雲,雲
data\features\HKSLLEX-2023-00000549.pt,640,68,cloud,雲,雲
data\features\HKSLLEX-2023-00000546.pt,1632,82,mountain,山,山
data\features\HKSLLEX-2023-00000551.pt,1497,60,lightning,閃電,閃電
data\features\HKSLLEX-2023-00000550.pt,1966,78,rain,雨,雨
data\features\HKSLLEX-2023-00000552.pt,1967,76,rainbow,彩虹,彩虹
data\features\HKSLLEX-2023-00000553.pt,1622,64,moon,月亮,月亮
data\features\HKSLLEX-2023-00000555.pt,2659,71,water,水,水
data\features\HKSLLEX-2023-00000556.pt,2348,68,stone,石,石
data\features\HKSLLEX-2023-00000558.pt,1308,68,hot,炎熱,炎熱
data\features\HKSLLEX-2023-00000554.pt,2310,85,star,星星,星星
data\features\HKSLLEX-2023-00000557.pt,2254,92,soil,泥土,泥土
data\features\HKSLLEX-2023-00000560.pt,328,70,backpacking,自助旅遊,自助旅遊
data\features\HKSLLEX-2023-00000559.pt,2531,84,tour,旅遊,旅遊
data\features\HKSLLEX-2023-00000561.pt,328,84,backpacking,自助旅遊,自助旅遊
data\features\HKSLLEX-2023-00000563.pt,33,75,East Rail Line,東鐵綫,東鐵綫
data\features\HKSLLEX-2023-00000562.pt,90,76,MTR,港鐵,港鐵
data\features\HKSLLEX-2023-00000564.pt,246,72,airplane,飛機,飛機
data\features\HKSLLEX-2023-00000565.pt,1263,74,helicopter,直升機,直升機
data\features\HKSLLEX-2023-00000566.pt,2439,67,taxi,計程車,的士
data\features\HKSLLEX-2023-00000567.pt,1604,68,minibus,小巴,小巴
data\features\HKSLLEX-2023-00000568.pt,499,92,bus,公車,巴士
data\features\HKSLLEX-2023-00000570.pt,538,49,car,私家車,私家車
data\features\HKSLLEX-2023-00000569.pt,1631,72,motorcycle,摩托車,電單車
data\features\HKSLLEX-2023-00000572.pt,2541,73,tram,電車,電車
data\features\HKSLLEX-2023-00000573.pt,714,76,crane,吊車,吊車
data\features\HKSLLEX-2023-00000571.pt,2611,84,van,客貨車,客貨車
data\features\HKSLLEX-2023-00000574.pt,511,72,cable car,纜車,纜車
data\features\HKSLLEX-2023-00000575.pt,430,72,boat,船,船
data\features\HKSLLEX-2023-00000577.pt,110,81,Octopus Card,八達通,八達通
data\features\HKSLLEX-2023-00000576.pt,1024,100,ferry,渡海小輪,渡海小輪
data\features\HKSLLEX-2023-00000579.pt,2490,61,ticket,票,票
data\features\HKSLLEX-2023-00000578.pt,110,77,Octopus Card,八達通,八達通
data\features\HKSLLEX-2023-00000580.pt,1743,64,orange,橙色,橙色
data\features\HKSLLEX-2023-00000581.pt,2747,73,yellow,黃,黃
data\features\HKSLLEX-2023-00000582.pt,482,73,brown,棕色,啡色
data\features\HKSLLEX-2023-00000583.pt,2697,72,white,白,白
data\features\HKSLLEX-2023-00000585.pt,370,56,beautiful,美麗,美麗
data\features\HKSLLEX-2023-00000586.pt,578,57,cheap,便宜,便宜
data\features\HKSLLEX-2023-00000587.pt,1358,64,increase,增加,增加
data\features\HKSLLEX-2023-00000584.pt,1190,89,gray,灰色,灰色
data\features\HKSLLEX-2023-00000588.pt,2588,77,unhappy,傷心,傷心
data\features\HKSLLEX-2023-00000590.pt,2555,63,troublesome,麻煩,麻煩
data\features\HKSLLEX-2023-00000589.pt,2504,67,tiring,辛苦,辛苦
data\features\HKSLLEX-2023-00000591.pt,2470,68,thick,厚,厚
data\features\HKSLLEX-2023-00000593.pt,2169,56,short,短,短
data\features\HKSLLEX-2023-00000592.pt,1520,72,long,長,長
data\features\HKSLLEX-2023-00000595.pt,2226,54,small,小,細
data\features\HKSLLEX-2023-00000594.pt,398,72,big,大,大
data\features\HKSLLEX-2023-00000596.pt,2149,68,shallow,淺,淺
data\features\HKSLLEX-2023-00000598.pt,1660,70,near,近,近
data\features\HKSLLEX-2023-00000597.pt,1005,75,far,遠,遠
data\features\HKSLLEX-2023-00000599.pt,1927,67,progress,進步,進步
data\features\HKSLLEX-2023-00000600.pt,999,71,fall behind,退步,退步
data\features\HKSLLEX-2023-00000601.pt,2214,61,skinny,瘦,瘦
data\features\HKSLLEX-2023-00000603.pt,993,60,failure,失敗,失敗
data\features\HKSLLEX-2023-00000602.pt,2376,70,success,成功,成功
data\features\HKSLLEX-2023-00000604.pt,1538,74,lucky,幸運,好彩
data\features\HKSLLEX-2023-00000605.pt,2593,68,unlucky,不幸,唔好彩
data\features\HKSLLEX-2023-00000606.pt,1119,70,full,飽,飽
data\features\HKSLLEX-2023-00000607.pt,1992,74,refined demeanor,斯文,斯文
data\features\HKSLLEX-2023-00000608.pt,1119,56,full,飽,飽
data\features\HKSLLEX-2023-00000610.pt,910,47,easy,傾向的,容易
data\features\HKSLLEX-2023-00000609.pt,807,74,difficult,困難,困難
data\features\HKSLLEX-2023-00000611.pt,1108,68,friendly,友好,友好
data\features\HKSLLEX-2023-00000613.pt,2225,59,sly,狡猾,狡猾
data\features\HKSLLEX-2023-00000612.pt,1725,68,old,舊,舊
data\features\HKSLLEX-2023-00000614.pt,1536,68,loyal,忠誠,忠誠
data\features\HKSLLEX-2023-00000615.pt,623,64,clean,乾淨,乾淨
data\features\HKSLLEX-2023-00000617.pt,2193,70,sign name,手語名,手語名
data\features\HKSLLEX-2023-00000616.pt,819,85,dirty,骯髒,骯髒
data\features\HKSLLEX-2023-00000619.pt,818,62,direct,直接,直接
data\features\HKSLLEX-2023-00000618.pt,2540,75,trait,特徵,特徵
data\features\HKSLLEX-2023-00000620.pt,2199,67,simply,簡潔,簡潔
data\features\HKSLLEX-2023-00000623.pt,1146,63,give me,給我,畀我
data\features\HKSLLEX-2023-00000622.pt,228,68,address,地址,地址
data\features\HKSLLEX-2023-00000621.pt,1015,80,fax,傳真,傳真
data\features\HKSLLEX-2023-00000624.pt,853,65,dont know,不知道,唔知道
data\features\HKSLLEX-2023-00000626.pt,1582,57,meet,見面,見面
data\features\HKSLLEX-2023-00000625.pt,805,65,different,不同,唔同
data\features\HKSLLEX-2023-00000627.pt,1381,72,interact,交流,交流
data\features\HKSLLEX-2023-00000628.pt,2727,71,word,詞彙,詞彙
data\features\HKSLLEX-2023-00000629.pt,2137,78,sentence,句子,句子
data\features\HKSLLEX-2023-00000630.pt,961,80,essay,文章,文章
data\features\HKSLLEX-2023-00000634.pt,1721,61,office admin,文職,文職
data\features\HKSLLEX-2023-00000631.pt,2508,83,to video,攝錄,攝錄
data\features\HKSLLEX-2023-00000632.pt,1342,85,imitate,模仿,模仿
data\features\HKSLLEX-2023-00000633.pt,1342,84,imitate,模仿,模仿
data\features\HKSLLEX-2023-00000635.pt,614,84,civil servant,公務員,公務員
data\features\HKSLLEX-2023-00000636.pt,2246,83,social worker,社工,社工
data\features\HKSLLEX-2023-00000638.pt,1878,63,policeman,警察,警察
data\features\HKSLLEX-2023-00000637.pt,2246,78,social worker,社工,社工
data\features\HKSLLEX-2023-00000639.pt,1856,73,plain clothes policeman,便衣警探,便衣警探
data\features\HKSLLEX-2023-00000640.pt,840,75,doctor,醫生,醫生
data\features\HKSLLEX-2023-00000641.pt,229,80,administrative assistant,秘書,秘書
data\features\HKSLLEX-2023-00000642.pt,219,81,accounting,會計,會計
data\features\HKSLLEX-2023-00000643.pt,500,74,business,生意,生意
data\features\HKSLLEX-2023-00000644.pt,674,72,computer,電腦,電腦
data\features\HKSLLEX-2023-00000645.pt,2506,61,to design,設計,設計
data\features\HKSLLEX-2023-00000647.pt,1828,68,photocopy,影印,影印
data\features\HKSLLEX-2023-00000646.pt,2578,90,typesetting,排版,排版
data\features\HKSLLEX-2023-00000648.pt,624,88,cleaner,清潔,清潔
data\features\HKSLLEX-2023-00000649.pt,1378,85,insurance,保險,保險
data\features\HKSLLEX-2023-00000650.pt,946,78,engineer,工程師,工程師
data\features\HKSLLEX-2023-00000652.pt,1043,65,firefighter,消防員,消防員
data\features\HKSLLEX-2023-00000651.pt,946,80,engineer,工程師,工程師
data\features\HKSLLEX-2023-00000653.pt,2079,66,salesperson,售貨員,售貨員
data\features\HKSLLEX-2023-00000654.pt,1550,63,mailman,郵差,郵差
data\features\HKSLLEX-2023-00000655.pt,1517,65,logistics,搬運,搬運
data\features\HKSLLEX-2023-00000657.pt,344,54,bank,銀行,銀行
data\features\HKSLLEX-2023-00000656.pt,1462,69,lawyer,律師,律師
data\features\HKSLLEX-2023-00000658.pt,990,64,factory,工廠,工廠
data\features\HKSLLEX-2023-00000659.pt,69,77,Labor Department,勞工處,勞工處
